SP,Presidente Prudente,posto-sao-paulo-quatrocentos-presidente-prudente-sp
SP,Ribeirão Preto,ribeirao-preto-sp
SP,Ribeirão Preto,posto-petrobras-ribeirao-preto-ribeirao-preto-sp
SP,Rio Claro,rio-claro-sp
SP,Ribeirão Preto,posto-ribeirao-preto-sp
SP,São Paulo,sao-paulo-sp
SP,São Paulo,ponto-de-fretamento-hebraica-reboucas-sao-paulo-sp
SP,São Paulo,vila-guilherme-sao-paulo-sp
SP,São Paulo,barra-funda-sao-paulo-sp
SP,São Paulo,terminal-rodoviario-tiete-sao-paulo-sp
SP,São Paulo,ponto-de-fretamento-shopping-eldorado-sao-paulo-sp
SP,São José dos Campos,sao-jose-dos-campos-sp
SP,São Paulo,marginal-tiete-estacionamento-sao-paulo-sp
SP,São Paulo,buser-caninde-sao-paulo-sp
SP,São Carlos,sao-carlos-sp
SP,São Paulo,sala-vip-esmeralda-sao-paulo-sp
SP,São Paulo,sala-vip-levare-sao-paulo-sp
SP,São Paulo,chucri-zaidan-sao-paulo-sp
SP,São Paulo,senac-jabaquara-sao-paulo-sp
SP,Sorocaba,sorocaba-sp
SP,Santos,santos-sp
SP,São José do Rio Preto,sao-jose-do-rio-preto-sp
SP,São José do Rio Preto,posto-monte-carlo-aeroporto-sao-jose-do-rio-preto-sp
SP,São José dos Campos,shopping-colinas-sao-jose-dos-campos-sp
SP,São José dos Campos,posto-da-gruta-sao-jose-dos-campos-sp
SP,São Sebastião,sao-sebastiao-sp
SP,São Sebastião,posto-shell-ap-praia-sao-sebastiao-sp
SP,São Paulo,estacao-santos-imigrantes-sao-paulo-sp
SP,São Carlos,posto-pantanal-ii-sao-carlos-sp
SP,São Paulo,terminal-rodoviario-tiete-transbrasil-sao-paulo-sp
SP,São Paulo,terminal-rodoviario-barra-funda-sao-paulo-sp
SP,Taubaté,taubate-sp
SP,Taubaté,frango-assado-taubate-sp
SP,Taubaté,terminal-rodoviario-de-taubate-taubate-sp
SP,Tatuí,tatui-sp
SP,Tatuí,auto-posto-valinho-tatui-sp
SP,Tupã,tupa-sp
SP,Tupã,auto-posto-vanuire-tupa-sp
SP,Tupã,terminal-rodoviario-de-tupa-tupa-sp
SP,Ubatuba,ubatuba-sp
SP,Ubatuba,auto-posto-kamome-ubatuba-sp
SP,Ubatuba,posto-maranduba-ubatuba-ubatuba-sp
SP,Votuporanga,votuporanga-sp
SP,Votuporanga,posto-villar-votuporanga-sp
SP,Andradina,auto-posto-west-plaza-andradina-sp
SP,São Paulo,chucri-zaidan-sao-paulo-sp
SP,São Paulo,chucri-zaidan-sao-paulo-sp
TO,Gurupi,gurupi-to
TO,Gurupi,gurupi-gurupi-to
TO,Gurupi,rodoviaria-de-gurupi-gurupi-to
TO,Guaraí,guarai-to
TO,Wanderlândia,wanderlandia-to
TO,Wanderlândia,lanchonete-e-pizzaria-shalon-wanderlandia-to
